tloop_1_iloop_1, 0.629259, 0.147638, 0.776897,
tloop_1_iloop_2, 0.627870, 0.146210, 0.774080,
tloop_1_iloop_3, 0.639827, 0.153320, 0.793147,
tloop_1_iloop_4, 0.628870, 0.150108, 0.778978,
tloop_1_iloop_5, 0.638168, 0.159713, 0.797881,
tloop_1_iloop_6, 0.689004, 0.161450, 0.850454,
tloop_1_iloop_7, 0.617891, 0.143810, 0.761701,
tloop_1_iloop_8, 0.622283, 0.150440, 0.772723,
tloop_1_iloop_9, 0.642996, 0.152038, 0.795034,
tloop_1_iloop_10, 0.646703, 0.159706, 0.806409,
