tloop_1_iloop_1, 0.874609, 0.281784, 1.156393,
tloop_1_iloop_2, 0.880405, 0.208911, 1.089316,
tloop_1_iloop_3, 0.912653, 0.241081, 1.153734,
tloop_1_iloop_4, 0.886770, 0.215922, 1.102692,
tloop_1_iloop_5, 0.892317, 0.270486, 1.162803,
tloop_1_iloop_6, 0.991844, 0.214131, 1.205975,
tloop_1_iloop_7, 0.870293, 0.221735, 1.092028,
tloop_1_iloop_8, 0.910424, 0.224791, 1.135215,
tloop_1_iloop_9, 0.909464, 0.231612, 1.141076,
tloop_1_iloop_10, 0.984135, 0.230544, 1.214679,
